ID,candidate,date,units,event,occur_count,svrty_level
54,ABCDE00001,34526,280,Component1_SensorJ_exceededLimit,1,1
55,ABCDE00001,34528,302,Component2_discreteSensorH_Up,1,2
56,ABCDE00001,34532,345,Component1_SensorJ_High,1,2
57,ABCDE00001,34532,345,Component1_SensorJ_exceededLimit,1,2
58,ABCDE00001,34532,345,Component1_SensorJ_exceededLimit,2,1
59,ABCDE00001,34532,345,Component1_SensorJ_exceededLimit,1,1
60,ABCDE00001,34532,345,Component1_SensorJ_exceededLimit,2,1
61,ABCDE00001,34534,366,Component2_discreteSensorH_Up,1,2
62,ABCDE00001,34534,366,Component2_discreteSensorH_Up,1,2
63,ABCDE00001,34534,366,Component1_SensorJ_exceededLimit,2,1
64,ABCDE00001,34536,388,Component2_discreteSensorH_Up,1,2
65,ABCDE00001,34536,388,Component1_SensorJ_exceededLimit,1,1
66,ABCDE00001,34536,388,Component1_SensorJ_exceededLimit,1,1
67,ABCDE00001,34540,431,Component1_SensorJ_exceededLimit,1,2
68,ABCDE00001,34544,474,Component1_SensorJ_exceededLimit,2,1
69,ABCDE00001,34546,496,Component1_SensorJ_exceededLimit,1,1
70,ABCDE00001,34548,517,Component1_SensorJ_exceededLimit,1,1
71,ABCDE00001,34550,539,Component1_SensorJ_exceededLimit,1,1
72,ABCDE00001,34560,646,Component1_SensorJ_exceededLimit,1,1
73,ABCDE00001,34570,754,Component1_SensorJ_High,2,2
74,ABCDE00001,34570,754,Component1_SensorJ_exceededLimit,1,1
75,ABCDE00001,34572,776,Component2_discreteSensorH_Up,1,2
76,ABCDE00001,34578,840,Component1_SensorJ_exceededLimit,1,1
77,ABCDE00001,34578,840,Component1_SensorJ_exceededLimit,1,1
78,ABCDE00001,34578,840,Component1_SensorJ_exceededLimit,1,1
79,ABCDE00001,34580,862,Component1_SensorJ_exceededLimit,1,1
80,ABCDE00001,34582,883,Component2_discreteSensorH_Up,1,2
81,ABCDE00001,34582,883,Component1_SensorJ_exceededLimit,2,1
82,ABCDE00001,34584,905,Component1_SensorJ_exceededLimit,2,1
83,ABCDE00001,34594,1013,Component4_SensorB_discreteSensorD_Low,1,2
84,ABCDE00001,34594,1013,Component5_SensorB_discreteSensorD_Low,1,2
85,ABCDE00001,34602,1100,Component1_SensorJ_exceededLimit,1,1
86,ABCDE00001,34602,1100,Component1_SensorJ_exceededLimit,1,1
87,ABCDE00001,34606,1145,Component1_SensorJ_exceededLimit,1,1
88,ABCDE00001,34606,1145,Component1_SensorJ_exceededLimit,1,1
89,ABCDE00001,34606,1145,Component1_SensorJ_exceededLimit,1,1
90,ABCDE00001,34612,1212,Component2_discreteSensorH_Up,1,2
91,ABCDE00001,34612,1212,Component1_SensorJ_exceededLimit,1,1
92,ABCDE00001,34620,1301,Component1_SensorJ_exceededLimit,2,1
93,ABCDE00001,34628,1391,Component1_SensorJ_exceededLimit,1,1
94,ABCDE00001,34630,1413,Component1_SensorJ_exceededLimit,1,1
95,ABCDE00001,34634,1458,Component1_SensorJ_High,3,2
96,ABCDE00001,34634,1458,Component6_deltaSensorB_High,1,1
97,ABCDE00001,34634,1458,Component1_SensorJ_exceededLimit,1,1
98,ABCDE00001,34636,1481,Component7_deltaSensorB_High,1,1
99,ABCDE00001,34636,1481,Component7_deltaSensorB_High,1,2
100,ABCDE00001,34636,1481,Component6_deltaSensorB_High,5,1
101,ABCDE00001,34636,1481,Component6_deltaSensorB_High,3,1
102,ABCDE00001,34636,1481,Component6_deltaSensorB_High,7,1
103,ABCDE00001,34636,1481,Component6_deltaSensorB_High,2,1
104,ABCDE00001,34636,1481,Component6_deltaSensorB_High,1,1
105,ABCDE00001,34636,1481,Component6_deltaSensorB_High,3,1
106,ABCDE00001,34636,1481,Component6_deltaSensorB_High,2,1
107,ABCDE00001,34636,1481,Component1_SensorJ_exceededLimit,1,1
108,ABCDE00001,34636,1481,Component1_SensorJ_exceededLimit,1,1
109,ABCDE00001,34638,1503,Component7_deltaSensorB_High,1,1
110,ABCDE00001,34638,1503,Component8_SensorB_Low,1,3
111,ABCDE00001,34638,1503,Component6_deltaSensorB_High,1,1
112,ABCDE00001,34638,1503,Component6_deltaSensorB_High,3,1
113,ABCDE00001,34638,1503,Component6_deltaSensorB_High,1,1
114,ABCDE00001,34644,1570,Component1_SensorJ_High,1,2
115,ABCDE00001,34644,1570,Component7_deltaSensorB_High,1,2
116,ABCDE00001,34644,1570,Component7_deltaSensorB_High,1,1
117,ABCDE00001,34644,1570,Component7_deltaSensorB_High,2,1
118,ABCDE00001,34644,1570,Component7_deltaSensorB_High,1,2
119,ABCDE00001,34644,1570,Component1_SensorJ_exceededLimit,1,1
120,ABCDE00001,34644,1570,Component1_SensorJ_exceededLimit,1,2
121,ABCDE00001,34644,1570,Component9_deltaSensorB_High,1,1
122,ABCDE00001,34646,1593,Component7_deltaSensorB_High,1,1
123,ABCDE00001,34646,1593,Component7_deltaSensorB_High,1,2
124,ABCDE00001,34646,1593,Component7_deltaSensorB_High,1,1
125,ABCDE00001,34646,1593,Component7_deltaSensorB_High,1,2
126,ABCDE00001,34646,1593,Component1_SensorJ_exceededLimit,2,1
127,ABCDE00001,34646,1593,Component9_deltaSensorB_High,1,1
128,ABCDE00001,34652,1660,Component1_SensorJ_exceededLimit,1,1
129,ABCDE00001,34652,1660,Component1_SensorJ_exceededLimit,1,1
130,ABCDE00001,34656,1705,Component9_deltaSensorB_High,1,1
131,ABCDE00001,34658,1727,Component9_deltaSensorB_High,1,1
132,ABCDE00001,34660,1750,Component9_deltaSensorB_High,1,2
133,ABCDE00001,34660,1750,Component6_deltaSensorB_High,4,1
134,ABCDE00001,34660,1750,Component6_deltaSensorB_High,1,1
135,ABCDE00001,34660,1750,Component6_deltaSensorB_High,1,1
136,ABCDE00001,34660,1750,Component6_deltaSensorB_High,4,1
137,ABCDE00001,34660,1750,Component6_deltaSensorB_High,3,1
138,ABCDE00001,34660,1750,Component6_deltaSensorB_High,3,1
139,ABCDE00001,34660,1750,Component6_deltaSensorB_High,6,1
140,ABCDE00001,34660,1750,Component1_SensorJ_exceededLimit,1,1
141,ABCDE00001,34660,1750,Component9_deltaSensorB_High,1,1
142,ABCDE00001,34660,1750,Component9_deltaSensorB_High,1,1
143,ABCDE00001,34660,1750,Component9_deltaSensorB_High,1,1
144,ABCDE00001,34660,1750,Component9_deltaSensorB_High,1,2
145,ABCDE00001,34660,1750,Component9_deltaSensorB_High,1,2
146,ABCDE00001,34660,1750,Component9_deltaSensorB_High,1,1
147,ABCDE00001,34660,1750,Component9_deltaSensorB_High,1,2
148,ABCDE00001,34662,1772,Component9_deltaSensorB_High,1,1
149,ABCDE00001,34662,1772,Component6_deltaSensorB_High,1,1
150,ABCDE00001,34662,1772,Component6_deltaSensorB_High,1,1
151,ABCDE00001,34662,1772,Component6_deltaSensorB_High,3,1
152,ABCDE00001,34662,1772,Component6_deltaSensorB_High,5,1
153,ABCDE00001,34662,1772,Component6_deltaSensorB_High,3,1
154,ABCDE00001,34662,1772,Component9_deltaSensorB_High,1,2
155,ABCDE00001,34662,1772,Component9_deltaSensorB_High,1,1
156,ABCDE00001,34662,1772,Component9_deltaSensorB_High,1,2
157,ABCDE00001,34664,1795,Component1_SensorJ_exceededLimit,1,1
158,ABCDE00001,34664,1795,Component1_SensorJ_exceededLimit,1,1
159,ABCDE00001,34664,1795,Component1_SensorJ_exceededLimit,1,1
160,ABCDE00001,34666,1817,Component9_deltaSensorB_High,1,1
161,ABCDE00001,34666,1817,Component6_deltaSensorB_High,1,1
162,ABCDE00001,34666,1817,Component6_deltaSensorB_High,1,1
163,ABCDE00001,34666,1817,Component6_deltaSensorB_High,2,1
164,ABCDE00001,34666,1817,Component6_deltaSensorB_High,1,1
165,ABCDE00001,34666,1817,Component9_deltaSensorB_High,1,2
166,ABCDE00001,34666,1817,Component9_deltaSensorB_High,1,1
167,ABCDE00001,34666,1817,Component9_deltaSensorB_High,1,2
168,ABCDE00001,34668,1839,Component6_deltaSensorB_High,1,1
169,ABCDE00001,34670,1862,Component6_deltaSensorB_High,1,1
170,ABCDE00001,34670,1862,Component6_deltaSensorB_High,2,1
171,ABCDE00001,34670,1862,Component6_deltaSensorB_High,7,1
172,ABCDE00001,34670,1862,Component6_deltaSensorB_High,8,1
173,ABCDE00001,34670,1862,Component6_deltaSensorB_High,8,1
174,ABCDE00001,34670,1862,Component6_deltaSensorB_High,1,1
175,ABCDE00001,34670,1862,Component6_deltaSensorB_High,1,1
176,ABCDE00001,34670,1862,Component6_deltaSensorB_High,6,1
177,ABCDE00001,34672,1884,Component6_deltaSensorB_High,6,1
178,ABCDE00001,34672,1884,Component6_deltaSensorB_High,1,1
179,ABCDE00001,34672,1884,Component6_deltaSensorB_High,9,1
180,ABCDE00001,34672,1884,Component6_deltaSensorB_High,8,1
181,ABCDE00001,34672,1884,Component6_deltaSensorB_High,4,1
182,ABCDE00001,34672,1884,Component6_deltaSensorB_High,4,1
183,ABCDE00001,34672,1884,Component6_deltaSensorB_High,1,1
184,ABCDE00001,34672,1884,Component6_deltaSensorB_High,3,1
185,ABCDE00001,34672,1884,Component6_deltaSensorB_High,7,1
186,ABCDE00001,34672,1884,Component6_deltaSensorB_High,8,1
187,ABCDE00001,34672,1884,Component6_deltaSensorB_High,4,1
188,ABCDE00001,34672,1884,Component6_deltaSensorB_High,7,1
189,ABCDE00001,34672,1884,Component1_SensorJ_exceededLimit,1,1
190,ABCDE00001,34672,1884,Component6_deltaSensorB_High,4,1
191,ABCDE00001,34676,1929,Component1_SensorJ_exceededLimit,2,1
192,ABCDE00001,34676,1929,Component1_SensorJ_exceededLimit,1,1
193,ABCDE00001,34694,2131,Component1_SensorJ_exceededLimit,8,1
194,ABCDE00001,34698,2176,Component1_SensorJ_exceededLimit,1,1
195,ABCDE00001,34708,2288,B_Component10_FluidB_SensorA_High,1,2
196,ABCDE00001,34708,2288,A_Component10_FluidB_SensorA_High,1,2
197,ABCDE00001,34708,2288,Component1_SensorJ_exceededLimit,2,1
198,ABCDE00001,34708,2288,Component1_SensorJ_exceededLimit,1,1
199,ABCDE00001,34710,2310,Component1_SensorJ_exceededLimit,2,1
200,ABCDE00001,34710,2310,Component1_SensorJ_exceededLimit,1,1
201,ABCDE00001,34710,2310,Component1_SensorJ_exceededLimit,1,1
202,ABCDE00001,34710,2310,Component1_SensorJ_exceededLimit,1,1
203,ABCDE00001,34716,2377,Component1_SensorJ_exceededLimit,1,1
204,ABCDE00001,34718,2400,Component12_FluidC_SensorB_Low,1,2
205,ABCDE00001,34718,2400,Component12_FluidC_SensorB_Low,4,2
206,ABCDE00001,34718,2400,Component1_SensorJ_exceededLimit,1,1
207,ABCDE00001,34720,2422,Component12_FluidC_SensorB_Low,1,2
208,ABCDE00001,34720,2422,Component12_FluidC_SensorB_Low,3,2
209,ABCDE00001,34720,2422,Component1_SensorJ_exceededLimit,1,1
210,ABCDE00001,34722,2445,Component1_SensorJ_exceededLimit,1,1
211,ABCDE00001,34724,2467,Component12_FluidC_SensorB_Low,1,2
212,ABCDE00001,34724,2467,Component1_SensorJ_exceededLimit,1,1
213,ABCDE00001,34730,2535,Component8_SensorB_Low,3,3
214,ABCDE00001,34730,2535,Component1_SensorJ_exceededLimit,1,1
215,ABCDE00001,36004,2580,Component1_SensorJ_exceededLimit,1,1
216,ABCDE00001,36022,2783,Component2_discreteSensorH_Up,1,2
217,ABCDE00001,36024,2806,Component1_SensorJ_exceededLimit,1,1
218,ABCDE00001,36026,2828,Component1_SensorJ_exceededLimit,1,1
219,ABCDE00001,36026,2828,Component1_SensorJ_exceededLimit,1,1
220,ABCDE00001,36044,3031,B_Component10_FluidB_SensorA_High,1,2
221,ABCDE00001,36048,3077,Component7_deltaSensorB_High,1,1
222,ABCDE00001,36054,3144,Component7_deltaSensorB_High,1,1
223,ABCDE00001,36054,3144,Component7_deltaSensorB_High,1,1
224,ABCDE00001,36056,3167,Component7_deltaSensorB_High,1,1
225,ABCDE00001,36056,3167,Component7_deltaSensorB_High,1,1
226,ABCDE00001,36056,3167,Component7_deltaSensorB_High,1,2
227,ABCDE00001,36058,3190,Component7_deltaSensorB_High,1,1
228,ABCDE00001,36058,3190,Component7_deltaSensorB_High,1,1
229,ABCDE00001,36060,3212,Component7_deltaSensorB_High,1,1
230,ABCDE00001,36060,3212,Component7_deltaSensorB_High,1,1
231,ABCDE00001,36060,3212,Component7_deltaSensorB_High,1,2
232,ABCDE00001,36060,3212,Component7_deltaSensorB_High,1,2
233,ABCDE00001,36064,3257,Component7_deltaSensorB_High,1,1
234,ABCDE00001,36064,3257,Component7_deltaSensorB_High,1,1
235,ABCDE00001,36064,3257,Component7_deltaSensorB_High,1,2
236,ABCDE00001,36066,3280,Component7_deltaSensorB_High,1,2
237,ABCDE00001,36066,3280,Component7_deltaSensorB_High,1,1
238,ABCDE00001,36068,3302,Component9_deltaSensorB_High,1,2
239,ABCDE00001,36074,3370,Component5_SensorB_discreteSensorD_Low,1,2
240,ABCDE00001,36084,3483,Component1_SensorJ_exceededLimit,1,1
241,ABCDE00001,36098,3641,Component7_deltaSensorB_High,1,1
242,ABCDE00001,36100,3664,Component7_deltaSensorB_High,1,1
243,ABCDE00001,36100,3664,Component7_deltaSensorB_High,1,2
244,ABCDE00001,36106,3731,Component6_deltaSensorB_High,2,1
245,ABCDE00001,36106,3731,Component6_deltaSensorB_High,1,1
246,ABCDE00001,36106,3731,Component6_deltaSensorB_High,2,1
247,ABCDE00001,36106,3731,Component6_deltaSensorB_High,4,1
248,ABCDE00001,36106,3731,Component6_deltaSensorB_High,4,1
249,ABCDE00001,36108,3754,Component6_deltaSensorB_High,2,1
250,ABCDE00001,36108,3754,Component6_deltaSensorB_High,3,1
251,ABCDE00001,36108,3754,Component6_deltaSensorB_High,3,1
252,ABCDE00001,36118,3867,Component1_SensorJ_exceededLimit,1,1
253,ABCDE00001,36128,3980,Component1_SensorJ_High,6,2
254,ABCDE00001,36128,3980,Component1_SensorJ_exceededLimit,50,1
255,ABCDE00001,36128,3980,Component1_SensorJ_exceededLimit,5,2
256,ABCDE00001,36130,4002,Component1_SensorJ_exceededLimit,2,1
257,ABCDE00001,36132,4025,Component1_SensorJ_exceededLimit,1,1
258,ABCDE00001,36132,4025,Component1_SensorJ_exceededLimit,1,1
259,ABCDE00001,36138,4093,Component1_SensorJ_exceededLimit,1,1
260,ABCDE00001,36138,4093,Component1_SensorJ_exceededLimit,1,1
261,ABCDE00001,36142,4138,Component13_SensorB_Low,4,3
262,ABCDE00001,36142,4138,Component8_SensorB_Low,11,3
263,ABCDE00001,36144,4161,Component6_deltaSensorB_High,5,1
264,ABCDE00001,36144,4161,Component6_deltaSensorB_High,2,1
265,ABCDE00001,36144,4161,Component6_deltaSensorB_High,1,1
266,ABCDE00001,36144,4161,Component6_deltaSensorB_High,5,1
267,ABCDE00001,36144,4161,Component6_deltaSensorB_High,5,1
268,ABCDE00001,36144,4161,Component1_SensorJ_exceededLimit,1,1
269,ABCDE00001,36146,4183,Component1_SensorJ_exceededLimit,1,1
270,ABCDE00001,36146,4183,Component1_SensorJ_exceededLimit,1,1
271,ABCDE00001,36156,4296,Component1_SensorJ_High,1,2
272,ABCDE00001,36156,4296,Component1_SensorJ_exceededLimit,1,1
273,ABCDE00001,36156,4296,Component1_SensorJ_exceededLimit,1,2
274,ABCDE00001,36162,4364,Component2_discreteSensorH_Up,2,2
275,ABCDE00001,36162,4364,Component2_discreteSensorH_Up,2,2
276,ABCDE00001,36168,4431,Component1_SensorJ_exceededLimit,1,1
277,ABCDE00001,36168,4431,Component1_SensorJ_exceededLimit,1,1
278,ABCDE00001,36174,4499,Component1_SensorJ_exceededLimit,1,1
279,ABCDE00001,36180,4567,Component1_SensorJ_exceededLimit,1,1
280,ABCDE00001,36180,4567,Component1_SensorJ_exceededLimit,2,1
281,ABCDE00001,36180,4567,Component1_SensorJ_exceededLimit,2,1
282,ABCDE00001,36180,4567,Component1_SensorJ_exceededLimit,1,1
283,ABCDE00001,36180,4567,Component1_SensorJ_exceededLimit,2,1
284,ABCDE00001,36180,4567,Component1_SensorJ_exceededLimit,1,1
285,ABCDE00001,36184,4612,Component14_discreteSensorD_Low,1,2
286,ABCDE00001,36186,4635,Component2_discreteSensorH_Up,1,2
287,ABCDE00001,36186,4635,Component2_discreteSensorH_Up,1,2
288,ABCDE00001,36186,4635,Component2_discreteSensorH_Up,3,2
289,ABCDE00001,36186,4635,Component2_discreteSensorH_Up,1,2
290,ABCDE00001,36186,4635,Component1_SensorJ_High,1,2
291,ABCDE00001,36186,4635,Component1_SensorJ_High,1,2
292,ABCDE00001,36186,4635,Component1_SensorJ_exceededLimit,1,2
293,ABCDE00001,36186,4635,Component1_SensorJ_exceededLimit,2,1
294,ABCDE00001,36186,4635,Component1_SensorJ_exceededLimit,2,1
295,ABCDE00001,36186,4635,Component1_SensorJ_exceededLimit,1,2
296,ABCDE00001,36186,4635,Component1_SensorJ_exceededLimit,2,1
297,ABCDE00001,36186,4635,Component1_SensorJ_exceededLimit,1,1
298,ABCDE00001,36186,4635,Component1_SensorJ_exceededLimit,3,1
299,ABCDE00001,36186,4635,Component1_SensorJ_exceededLimit,3,1
300,ABCDE00001,36188,4654,Component2_discreteSensorH_Up,1,2
301,ABCDE00001,36188,4654,Component1_SensorJ_exceededLimit,1,1
302,ABCDE00001,36190,4674,Component1_SensorJ_exceededLimit,2,1
303,ABCDE00001,36190,4674,Component1_SensorJ_exceededLimit,2,1
304,ABCDE00001,36192,4694,Component1_SensorJ_exceededLimit,2,1
305,ABCDE00001,36192,4694,Component1_SensorJ_exceededLimit,2,1
306,ABCDE00001,36192,4694,Component1_SensorJ_exceededLimit,1,1
307,ABCDE00001,36194,4714,Component2_discreteSensorH_Up,4,2
308,ABCDE00001,36194,4714,Component2_discreteSensorH_Up,1,2
309,ABCDE00001,36194,4714,Component1_SensorJ_exceededLimit,1,1
310,ABCDE00001,36194,4714,Component1_SensorJ_exceededLimit,1,1
311,ABCDE00001,36194,4714,Component1_SensorJ_exceededLimit,1,1
312,ABCDE00001,36194,4714,Component1_SensorJ_exceededLimit,1,1
313,ABCDE00001,36196,4734,Component1_SensorJ_exceededLimit,1,1
314,ABCDE00001,36196,4734,Component1_SensorJ_exceededLimit,1,1
315,ABCDE00001,36196,4734,Component1_SensorJ_exceededLimit,1,1
316,ABCDE00001,36196,4734,Component1_SensorJ_exceededLimit,1,1
317,ABCDE00001,36206,4832,Component2_discreteSensorH_Up,1,2
318,ABCDE00001,36208,4851,Component2_discreteSensorH_Up,1,2
319,ABCDE00001,36208,4851,Component2_discreteSensorH_Up,2,2
320,ABCDE00001,36210,4871,Component1_SensorJ_exceededLimit,1,1
321,ABCDE00001,36214,4910,Component2_discreteSensorH_Up,1,2
322,ABCDE00001,36216,4930,Component1_SensorJ_exceededLimit,1,1
323,ABCDE00001,36220,4969,Component1_SensorJ_High,1,2
324,ABCDE00001,36220,4969,Component1_SensorJ_exceededLimit,1,1
325,ABCDE00001,36220,4969,Component1_SensorJ_exceededLimit,1,1
326,ABCDE00001,36220,4969,Component1_SensorJ_exceededLimit,1,1
327,ABCDE00001,36222,4988,Component1_SensorJ_exceededLimit,1,1
328,ABCDE00001,36226,5027,Component1_SensorJ_exceededLimit,2,1
329,ABCDE00001,36226,5027,Component1_SensorJ_exceededLimit,1,1
330,ABCDE00001,36228,5046,Component1_SensorJ_exceededLimit,1,1
331,ABCDE00001,36232,5085,Component3_deltaSensorB_High,1,1
332,ABCDE00001,36234,5104,Component2_discreteSensorH_Up,1,2
333,ABCDE00001,36234,5104,Component1_SensorJ_exceededLimit,3,1
334,ABCDE00001,36234,5104,Component1_SensorJ_exceededLimit,2,1
335,ABCDE00001,36242,5182,Component2_discreteSensorH_Up,1,2
336,ABCDE00001,36242,5182,Component1_SensorJ_exceededLimit,4,1
337,ABCDE00001,36242,5182,Component1_SensorJ_exceededLimit,1,1
338,ABCDE00001,36242,5182,Component1_SensorJ_exceededLimit,1,1
339,ABCDE00001,36242,5182,Component1_SensorJ_exceededLimit,4,1
340,ABCDE00001,36242,5182,Component1_SensorJ_exceededLimit,1,1
341,ABCDE00001,36244,5201,Component2_discreteSensorH_Up,1,2
342,ABCDE00001,36244,5201,Component3_deltaSensorB_High,1,1
343,ABCDE00001,36248,5240,Component2_discreteSensorH_Up,1,2
344,ABCDE00001,36250,5259,Component2_discreteSensorH_Up,1,2
345,ABCDE00001,36250,5259,Component2_discreteSensorH_Up,2,2
346,ABCDE00001,36250,5259,Component3_deltaSensorB_High,4,1
347,ABCDE00001,36250,5259,Component1_SensorJ_exceededLimit,1,1
348,ABCDE00001,36250,5259,Component2_discreteSensorH_Up,1,2
349,ABCDE00001,36250,5259,Component1_SensorJ_exceededLimit,2,1
350,ABCDE00001,36250,5259,Component1_SensorJ_exceededLimit,1,1
351,ABCDE00001,36252,5278,Component1_SensorJ_High,1,2
352,ABCDE00001,36252,5278,Component1_SensorJ_exceededLimit,3,1
353,ABCDE00001,36252,5278,Component1_SensorJ_exceededLimit,1,1
354,ABCDE00001,36252,5278,Component1_SensorJ_exceededLimit,3,1
355,ABCDE00001,36252,5278,Component1_SensorJ_exceededLimit,1,1
356,ABCDE00001,36252,5278,Component1_SensorJ_exceededLimit,2,1
357,ABCDE00001,36252,5278,Component1_SensorJ_exceededLimit,4,1
358,ABCDE00001,36252,5278,Component1_SensorJ_exceededLimit,1,1
359,ABCDE00001,36252,5278,Component1_SensorJ_exceededLimit,4,1
360,ABCDE00001,36252,5278,Component1_SensorJ_exceededLimit,2,2
361,ABCDE00001,36254,5298,Component3_deltaSensorB_High,5,1
362,ABCDE00001,36254,5298,Component3_deltaSensorB_High,1,1
363,ABCDE00001,36256,5317,Component2_discreteSensorH_Up,3,2
364,ABCDE00001,36256,5317,Component3_deltaSensorB_High,2,1
365,ABCDE00001,36256,5317,Component1_SensorJ_exceededLimit,3,1
366,ABCDE00001,36256,5317,Component3_deltaSensorB_High,1,1
367,ABCDE00001,36256,5317,Component2_discreteSensorH_Up,4,2
368,ABCDE00001,36256,5317,Component2_discreteSensorH_Up,1,2
369,ABCDE00001,36258,5336,Component1_SensorJ_High,1,2
370,ABCDE00001,36258,5336,Component1_SensorJ_exceededLimit,1,1
371,ABCDE00001,36258,5336,Component1_SensorJ_exceededLimit,1,1
372,ABCDE00001,36258,5336,Component1_SensorJ_exceededLimit,1,2
373,ABCDE00001,36260,5356,Component1_SensorJ_exceededLimit,2,1
374,ABCDE00001,36262,5375,Component3_deltaSensorB_High,2,1
375,ABCDE00001,36262,5375,Component1_SensorJ_exceededLimit,1,1
376,ABCDE00001,36264,5394,Component2_discreteSensorH_Up,2,2
377,ABCDE00001,36266,5414,Component2_discreteSensorH_Up,1,2
378,ABCDE00001,36266,5414,Component2_discreteSensorH_Up,1,2
379,ABCDE00001,36266,5414,Component1_SensorJ_exceededLimit,1,1
380,ABCDE00001,36266,5414,Component1_SensorJ_exceededLimit,1,1
381,ABCDE00001,36268,5433,Component3_deltaSensorB_High,2,1
382,ABCDE00001,36268,5433,Component1_SensorJ_exceededLimit,3,1
383,ABCDE00001,36268,5433,Component1_SensorJ_exceededLimit,1,1
384,ABCDE00001,36270,5452,Component3_deltaSensorB_High,2,1
385,ABCDE00001,36270,5452,Component1_SensorJ_exceededLimit,2,1
386,ABCDE00001,36272,5472,Component3_deltaSensorB_High,2,1
387,ABCDE00001,36274,5491,Component1_SensorJ_exceededLimit,2,1
388,ABCDE00001,36274,5491,Component1_SensorJ_exceededLimit,1,1
389,ABCDE00001,36274,5491,Component1_SensorJ_exceededLimit,1,1
390,ABCDE00001,36276,5510,Component1_SensorJ_exceededLimit,3,1
391,ABCDE00001,36276,5510,Component1_SensorJ_exceededLimit,2,1
392,ABCDE00001,36276,5510,Component1_SensorJ_exceededLimit,1,1
393,ABCDE00001,36276,5510,Component1_SensorJ_exceededLimit,1,1
394,ABCDE00001,36276,5510,Component1_SensorJ_exceededLimit,3,1
